,tweets,id,date,source,likes,retweets,Subjectivity,Polarity,Analysis,Tweet_punct,tweet_clean_tokenized,tweet_clean_nostopwords,tweet_ready
24,"I challenge to  and   show me a single common person who is benefited by
Triple talaq
Ram Mandir
Babri masjid
 
a
NRC 
CAA
And many more useless things
jumlaSarkar",1295059871574790145,2020-08-16 18:08:29,Twitter for Android,0,0,0.3828571428571429,0.02571428571428571,Positive,"I challenge to  and   show me a single common person who is benefited by
Triple talaq
Ram Mandir
Babri masjid
 
a
NRC 
CAA
And many more useless things
jumlaSarkar","['i', 'challenge', 'to', 'and', 'show', 'me', 'a', 'single', 'common', 'person', 'who', 'is', 'benefited', 'by', 'triple', 'talaq', 'ram', 'mandir', 'babri', 'masjid', 'a', 'nrc', 'caa', 'and', 'many', 'more', 'useless', 'things', 'jumlasarkar']","['challenge', 'show', 'single', 'common', 'person', 'benefited', 'triple', 'talaq', 'ram', 'mandir', 'babri', 'masjid', 'nrc', 'caa', 'many', 'useless', 'things', 'jumlasarkar']",challenge show single common person benefited triple talaq ram mandir babri masjid nrc caa many useless things jumlasarkar
25," Celebrating Ram Mandir and  removel

Waiting for NRC  🔥 🔥",1295059809662726149,2020-08-16 18:08:14,Twitter for Android,0,0,0.0,0.0,Neutral," Celebrating Ram Mandir and  removel

Waiting for NRC  🔥 🔥","['', 'celebrating', 'ram', 'mandir', 'and', 'removel', 'waiting', 'for', 'nrc', '']","['', 'celebrating', 'ram', 'mandir', 'removel', 'waiting', 'nrc', '']",celebrating ram mandir removel waiting nrc
26, Celebrates ram Mandir wait for nrc and population control bill,1295059694524874753,2020-08-16 18:07:46,Twitter for Android,0,0,0.0,0.0,Neutral, Celebrates ram Mandir wait for nrc and population control bill,"['', 'celebrates', 'ram', 'mandir', 'wait', 'for', 'nrc', 'and', 'population', 'control', 'bill']","['', 'celebrates', 'ram', 'mandir', 'wait', 'nrc', 'population', 'control', 'bill']",celebrates ram mandir wait nrc population control bill
27, Celebrating Ram Mandir,1295059460675653634,2020-08-16 18:06:51,Twitter for Android,1,0,0.0,0.0,Neutral, Celebrating Ram Mandir,"['', 'celebrating', 'ram', 'mandir']","['', 'celebrating', 'ram', 'mandir']",celebrating ram mandir
28,"   Unlike Pagans we Hindus got back what was always ours Our Ram Mandir ❤️🇮🇳
Jai Shri Ram",1295059190717640706,2020-08-16 18:05:46,Twitter for Android,0,0,0.0,0.0,Neutral,"   Unlike Pagans we Hindus got back what was always ours Our Ram Mandir ❤️🇮🇳
Jai Shri Ram","['', 'unlike', 'pagans', 'we', 'hindus', 'got', 'back', 'what', 'was', 'always', 'ours', 'our', 'ram', 'mandir', 'jai', 'shri', 'ram']","['', 'unlike', 'pagans', 'hindus', 'got', 'back', 'always', 'ram', 'mandir', 'jai', 'shri', 'ram']",unlike pagans hindus got back always ram mandir jai shri ram
29,"   You wipe out an entire Pagan religion convert their temples to a mosque amp when that very mosque is converted to a Church you cry victim Do you even hear yourself 
Ram Mandir was an Indian temple before Islamic invader Babur demolished it and made a mosque",1295058841722163200,2020-08-16 18:04:23,Twitter for Android,0,0,0.325,0.041666666666666664,Positive,"   You wipe out an entire Pagan religion convert their temples to a mosque amp when that very mosque is converted to a Church you cry victim Do you even hear yourself 
Ram Mandir was an Indian temple before Islamic invader Babur demolished it and made a mosque","['', 'you', 'wipe', 'out', 'an', 'entire', 'pagan', 'religion', 'convert', 'their', 'temples', 'to', 'a', 'mosque', 'amp', 'when', 'that', 'very', 'mosque', 'is', 'converted', 'to', 'a', 'church', 'you', 'cry', 'victim', 'do', 'you', 'even', 'hear', 'yourself', 'ram', 'mandir', 'was', 'an', 'indian', 'temple', 'before', 'islamic', 'invader', 'babur', 'demolished', 'it', 'and', 'made', 'a', 'mosque']","['', 'wipe', 'entire', 'pagan', 'religion', 'convert', 'temples', 'mosque', 'amp', 'mosque', 'converted', 'church', 'cry', 'victim', 'even', 'hear', 'ram', 'mandir', 'indian', 'temple', 'islamic', 'invader', 'babur', 'demolished', 'made', 'mosque']",wipe entire pagan religion convert temples mosque amp mosque converted church cry victim even hear ram mandir indian temple islamic invader babur demolished made mosque
30, I congratulate you and your family for Ram Mandir Bhumi Poojan in your native state happened a week before as well ,1295058484019355653,2020-08-16 18:02:58,Twitter for Android,0,0,0.0,0.0,Neutral, I congratulate you and your family for Ram Mandir Bhumi Poojan in your native state happened a week before as well ,"['', 'i', 'congratulate', 'you', 'and', 'your', 'family', 'for', 'ram', 'mandir', 'bhumi', 'poojan', 'in', 'your', 'native', 'state', 'happened', 'a', 'week', 'before', 'as', 'well', '']","['', 'congratulate', 'family', 'ram', 'mandir', 'bhumi', 'poojan', 'native', 'state', 'happened', 'week', 'well', '']",congratulate family ram mandir bhumi poojan native state happened week well
31,"   SovereignShariat justifies nothing 

 Unlike Babri the idol was not encroaching any holy place in the eyes of the believer  

 Most Hindus happiness has much less to with Babris demolition itself but more with a perception that Ram Mandirs path has been cleared",1295058341895401472,2020-08-16 18:02:24,Twitter for Android,0,0,0.31666666666666665,0.3833333333333333,Positive,"   SovereignShariat justifies nothing 

 Unlike Babri the idol was not encroaching any holy place in the eyes of the believer  

 Most Hindus happiness has much less to with Babris demolition itself but more with a perception that Ram Mandirs path has been cleared","['', 'sovereignshariat', 'justifies', 'nothing', 'unlike', 'babri', 'the', 'idol', 'was', 'not', 'encroaching', 'any', 'holy', 'place', 'in', 'the', 'eyes', 'of', 'the', 'believer', 'most', 'hindus', 'happiness', 'has', 'much', 'less', 'to', 'with', 'babris', 'demolition', 'itself', 'but', 'more', 'with', 'a', 'perception', 'that', 'ram', 'mandirs', 'path', 'has', 'been', 'cleared']","['', 'sovereignshariat', 'justifies', 'nothing', 'unlike', 'babri', 'idol', 'encroaching', 'holy', 'place', 'eyes', 'believer', 'hindus', 'happiness', 'much', 'less', 'babris', 'demolition', 'perception', 'ram', 'mandirs', 'path', 'cleared']",sovereignshariat justifies nothing unlike babri idol encroaching holy place eyes believer hindus happiness much less babris demolition perception ram mandirs path cleared
32, U  kya       PiEm   Construction of ram mandir helping a million poor kids on the streets Is it helping the safety issue or is it helping the small businesses,1295057435321720833,2020-08-16 17:58:48,Twitter for iPhone,1,0,0.5,-0.325,Negative, U  kya       PiEm   Construction of ram mandir helping a million poor kids on the streets Is it helping the safety issue or is it helping the small businesses,"['', 'u', 'kya', 'piem', 'construction', 'of', 'ram', 'mandir', 'helping', 'a', 'million', 'poor', 'kids', 'on', 'the', 'streets', 'is', 'it', 'helping', 'the', 'safety', 'issue', 'or', 'is', 'it', 'helping', 'the', 'small', 'businesses']","['', 'u', 'kya', 'piem', 'construction', 'ram', 'mandir', 'helping', 'million', 'poor', 'kids', 'streets', 'helping', 'safety', 'issue', 'helping', 'small', 'businesses']",u kya piem construction ram mandir helping million poor kids streets helping safety issue helping small businesses
33,fatima   Our moms happy over Ram Mandir 🚩 not crying blood tears like pislamic feminists 😂😂When ur moms one of  hoors or hoor😂😂 coZzGMmUt,1295057053774262272,2020-08-16 17:57:17,Twitter for Android,0,0,0.8,0.45,Positive,fatima   Our moms happy over Ram Mandir 🚩 not crying blood tears like pislamic feminists 😂😂When ur moms one of  hoors or hoor😂😂 coZzGMmUt,"['fatima', 'our', 'moms', 'happy', 'over', 'ram', 'mandir', 'not', 'crying', 'blood', 'tears', 'like', 'pislamic', 'feminists', 'when', 'ur', 'moms', 'one', 'of', 'hoors', 'or', 'hoor', 'cozzgmmut']","['fatima', 'moms', 'happy', 'ram', 'mandir', 'crying', 'blood', 'tears', 'like', 'pislamic', 'feminists', 'ur', 'moms', 'one', 'hoors', 'hoor', 'cozzgmmut']",fatima moms happy ram mandir crying blood tears like pislamic feminists ur moms one hoors hoor cozzgmmut
34,  😂😂😂😂Made in china obviously will have to be this sophisticated,1295056858391052294,2020-08-16 17:56:30,Twitter for Android,0,0,0.75,0.25,Positive,  😂😂😂😂Made in china obviously will have to be this sophisticated,"['', 'made', 'in', 'china', 'obviously', 'will', 'have', 'to', 'be', 'this', 'sophisticated']","['', 'made', 'china', 'obviously', 'sophisticated']",made china obviously sophisticated
35,Babar built Mosque in  and Mughal era almost finished n   So I just want to know in these  years how many hindu Kings attempted to demolish Babri and to rebuild Ram Mandir Just curious to know Please educate me,1295056515858960384,2020-08-16 17:55:09,Twitter Web App,0,0,0.75,0.2,Positive,Babar built Mosque in  and Mughal era almost finished n   So I just want to know in these  years how many hindu Kings attempted to demolish Babri and to rebuild Ram Mandir Just curious to know Please educate me,"['babar', 'built', 'mosque', 'in', 'and', 'mughal', 'era', 'almost', 'finished', 'n', 'so', 'i', 'just', 'want', 'to', 'know', 'in', 'these', 'years', 'how', 'many', 'hindu', 'kings', 'attempted', 'to', 'demolish', 'babri', 'and', 'to', 'rebuild', 'ram', 'mandir', 'just', 'curious', 'to', 'know', 'please', 'educate', 'me']","['babar', 'built', 'mosque', 'mughal', 'era', 'almost', 'finished', 'n', 'want', 'know', 'years', 'many', 'hindu', 'kings', 'attempted', 'demolish', 'babri', 'rebuild', 'ram', 'mandir', 'curious', 'know', 'please', 'educate']",babar built mosque mughal era almost finished n want know years many hindu kings attempted demolish babri rebuild ram mandir curious know please educate
36, BhagatSingh    After Bhumi Pujan of Ram Mandir Muslims and Italian Christians are  greviously hurt,1295056145791348736,2020-08-16 17:53:40,Twitter for Android,0,0,0.0,0.0,Neutral, BhagatSingh    After Bhumi Pujan of Ram Mandir Muslims and Italian Christians are  greviously hurt,"['', 'bhagatsingh', 'after', 'bhumi', 'pujan', 'of', 'ram', 'mandir', 'muslims', 'and', 'italian', 'christians', 'are', 'greviously', 'hurt']","['', 'bhagatsingh', 'bhumi', 'pujan', 'ram', 'mandir', 'muslims', 'italian', 'christians', 'greviously', 'hurt']",bhagatsingh bhumi pujan ram mandir muslims italian christians greviously hurt
37," IND Its kejrudin and his team who was against chanting Vandey Matram 
He is the Man who opposed Ram Mandir He has a character of CamouflageHe is सच्चा मूसल महान।",1295055808619671553,2020-08-16 17:52:20,Twitter for Android,0,0,0.0,0.0,Neutral," IND Its kejrudin and his team who was against chanting Vandey Matram 
He is the Man who opposed Ram Mandir He has a character of CamouflageHe is सच्चा मूसल महान।","['', 'ind', 'its', 'kejrudin', 'and', 'his', 'team', 'who', 'was', 'against', 'chanting', 'vandey', 'matram', 'he', 'is', 'the', 'man', 'who', 'opposed', 'ram', 'mandir', 'he', 'has', 'a', 'character', 'of', 'camouflagehe', 'is', 'सच', 'च', 'म', 'सल', 'मह', 'न', '']","['', 'ind', 'kejrudin', 'team', 'chanting', 'vandey', 'matram', 'man', 'opposed', 'ram', 'mandir', 'character', 'camouflagehe', 'सच', 'च', 'म', 'सल', 'मह', 'न', '']",ind kejrudin team chanting vandey matram man opposed ram mandir character camouflagehe सच च म सल मह न
38,AmitSingh  You know how petty a man can be when the only dream he has for the country is to build a mandir and not educational institutes Lord Ram bless us when we wont have jobs food education and live under a dictator for the rest of our lives,1295055404897009664,2020-08-16 17:50:44,Twitter Web App,0,0,0.5833333333333334,0.0037878787878787845,Positive,AmitSingh  You know how petty a man can be when the only dream he has for the country is to build a mandir and not educational institutes Lord Ram bless us when we wont have jobs food education and live under a dictator for the rest of our lives,"['amitsingh', 'you', 'know', 'how', 'petty', 'a', 'man', 'can', 'be', 'when', 'the', 'only', 'dream', 'he', 'has', 'for', 'the', 'country', 'is', 'to', 'build', 'a', 'mandir', 'and', 'not', 'educational', 'institutes', 'lord', 'ram', 'bless', 'us', 'when', 'we', 'wont', 'have', 'jobs', 'food', 'education', 'and', 'live', 'under', 'a', 'dictator', 'for', 'the', 'rest', 'of', 'our', 'lives']","['amitsingh', 'know', 'petty', 'man', 'dream', 'country', 'build', 'mandir', 'educational', 'institutes', 'lord', 'ram', 'bless', 'us', 'wont', 'jobs', 'food', 'education', 'live', 'dictator', 'rest', 'lives']",amitsingh know petty man dream country build mandir educational institutes lord ram bless us wont jobs food education live dictator rest lives
39,  This is may be due to Ram Mandir coverage,1295055255030267904,2020-08-16 17:50:08,Twitter for Android,0,0,0.375,-0.125,Negative,  This is may be due to Ram Mandir coverage,"['', 'this', 'is', 'may', 'be', 'due', 'to', 'ram', 'mandir', 'coverage']","['', 'may', 'due', 'ram', 'mandir', 'coverage']",may due ram mandir coverage
40,  Yes she will allow in Ram mandirHindus are very liberal as compare to othersA hindu always love and respect other religionJai Shree Ram⛳⛳,1295055186185003010,2020-08-16 17:49:52,Twitter Web App,0,0,0.425,0.19166666666666665,Positive,  Yes she will allow in Ram mandirHindus are very liberal as compare to othersA hindu always love and respect other religionJai Shree Ram⛳⛳,"['', 'yes', 'she', 'will', 'allow', 'in', 'ram', 'mandirhindus', 'are', 'very', 'liberal', 'as', 'compare', 'to', 'othersa', 'hindu', 'always', 'love', 'and', 'respect', 'other', 'religionjai', 'shree', 'ram', '']","['', 'yes', 'allow', 'ram', 'mandirhindus', 'liberal', 'compare', 'othersa', 'hindu', 'always', 'love', 'respect', 'religionjai', 'shree', 'ram', '']",yes allow ram mandirhindus liberal compare othersa hindu always love respect religionjai shree ram
41," isnt shocking that all the stars like salman  Sharukh amirdipika amitab 
Dosent spoken about Ram mandir",1295054293884522496,2020-08-16 17:46:19,Twitter for Android,2,0,1.0,-1.0,Negative," isnt shocking that all the stars like salman  Sharukh amirdipika amitab 
Dosent spoken about Ram mandir","['', 'isnt', 'shocking', 'that', 'all', 'the', 'stars', 'like', 'salman', 'sharukh', 'amirdipika', 'amitab', 'dosent', 'spoken', 'about', 'ram', 'mandir']","['', 'isnt', 'shocking', 'stars', 'like', 'salman', 'sharukh', 'amirdipika', 'amitab', 'dosent', 'spoken', 'ram', 'mandir']",isnt shocking stars like salman sharukh amirdipika amitab dosent spoken ram mandir
42,"if DeMo would not have taken place who would have been cm of UP

if center blackmail SSNCP to get major bills passes would u still call it a blackmail

Remember ram mandir happened cos of DeMo
And NRC and UCC will also get passed due to it only

Yogi emerged all due to it",1295053886248685568,2020-08-16 17:44:42,Twitter Web App,0,0,0.47000000000000003,-0.057499999999999996,Negative,"if DeMo would not have taken place who would have been cm of UP

if center blackmail SSNCP to get major bills passes would u still call it a blackmail

Remember ram mandir happened cos of DeMo
And NRC and UCC will also get passed due to it only

Yogi emerged all due to it","['if', 'demo', 'would', 'not', 'have', 'taken', 'place', 'who', 'would', 'have', 'been', 'cm', 'of', 'up', 'if', 'center', 'blackmail', 'ssncp', 'to', 'get', 'major', 'bills', 'passes', 'would', 'u', 'still', 'call', 'it', 'a', 'blackmail', 'remember', 'ram', 'mandir', 'happened', 'cos', 'of', 'demo', 'and', 'nrc', 'and', 'ucc', 'will', 'also', 'get', 'passed', 'due', 'to', 'it', 'only', 'yogi', 'emerged', 'all', 'due', 'to', 'it']","['demo', 'would', 'taken', 'place', 'would', 'cm', 'center', 'blackmail', 'ssncp', 'get', 'major', 'bills', 'passes', 'would', 'u', 'still', 'call', 'blackmail', 'remember', 'ram', 'mandir', 'happened', 'cos', 'demo', 'nrc', 'ucc', 'also', 'get', 'passed', 'due', 'yogi', 'emerged', 'due']",demo would taken place would cm center blackmail ssncp get major bills passes would u still call blackmail remember ram mandir happened cos demo nrc ucc also get passed due yogi emerged due
43,"Thinj If DeMo would not have taken place who would have been cm of UP

if center blackmail SSNCP to get major bills passes would u still call it a blackmail

Remember ram mandir happened cos of DeMo
And NRC and UCC will also get passed due to it only

Yogi emerged all due to it",1295053593469313025,2020-08-16 17:43:32,Twitter for iPhone,0,0,0.47000000000000003,-0.057499999999999996,Negative,"Thinj If DeMo would not have taken place who would have been cm of UP

if center blackmail SSNCP to get major bills passes would u still call it a blackmail

Remember ram mandir happened cos of DeMo
And NRC and UCC will also get passed due to it only

Yogi emerged all due to it","['thinj', 'if', 'demo', 'would', 'not', 'have', 'taken', 'place', 'who', 'would', 'have', 'been', 'cm', 'of', 'up', 'if', 'center', 'blackmail', 'ssncp', 'to', 'get', 'major', 'bills', 'passes', 'would', 'u', 'still', 'call', 'it', 'a', 'blackmail', 'remember', 'ram', 'mandir', 'happened', 'cos', 'of', 'demo', 'and', 'nrc', 'and', 'ucc', 'will', 'also', 'get', 'passed', 'due', 'to', 'it', 'only', 'yogi', 'emerged', 'all', 'due', 'to', 'it']","['thinj', 'demo', 'would', 'taken', 'place', 'would', 'cm', 'center', 'blackmail', 'ssncp', 'get', 'major', 'bills', 'passes', 'would', 'u', 'still', 'call', 'blackmail', 'remember', 'ram', 'mandir', 'happened', 'cos', 'demo', 'nrc', 'ucc', 'also', 'get', 'passed', 'due', 'yogi', 'emerged', 'due']",thinj demo would taken place would cm center blackmail ssncp get major bills passes would u still call blackmail remember ram mandir happened cos demo nrc ucc also get passed due yogi emerged due
44," Oh and btw I hadnt even read the list you shared before I responded Just glances thru a few now and realise its quite farcical Held up now Ill get back with more comments

Ram Mandir at no  Im sure thats what the whole country needed rn 🙂",1295053029599715328,2020-08-16 17:41:17,Twitter for Android,0,0,0.46984126984126984,0.014285714285714275,Positive," Oh and btw I hadnt even read the list you shared before I responded Just glances thru a few now and realise its quite farcical Held up now Ill get back with more comments

Ram Mandir at no  Im sure thats what the whole country needed rn 🙂","['', 'oh', 'and', 'btw', 'i', 'hadnt', 'even', 'read', 'the', 'list', 'you', 'shared', 'before', 'i', 'responded', 'just', 'glances', 'thru', 'a', 'few', 'now', 'and', 'realise', 'its', 'quite', 'farcical', 'held', 'up', 'now', 'ill', 'get', 'back', 'with', 'more', 'comments', 'ram', 'mandir', 'at', 'no', 'im', 'sure', 'thats', 'what', 'the', 'whole', 'country', 'needed', 'rn', '']","['', 'oh', 'btw', 'hadnt', 'even', 'read', 'list', 'shared', 'responded', 'glances', 'thru', 'realise', 'quite', 'farcical', 'held', 'ill', 'get', 'back', 'comments', 'ram', 'mandir', 'im', 'sure', 'thats', 'whole', 'country', 'needed', 'rn', '']",oh btw hadnt even read list shared responded glances thru realise quite farcical held ill get back comments ram mandir im sure thats whole country needed rn
45,Poor   is purposely made  handle cases Ike these which were not to his standardsThe biggest shock was the snubbing he got from BJP and NaMo for the ground breaking ceremony of Ram Mandir He is a genius amp should be given his due respect Do we see a another LK Advani  cotqCQyjQmre,1295052692515991552,2020-08-16 17:39:57,Twitter for Android,0,0,0.4875,-0.2625,Negative,Poor   is purposely made  handle cases Ike these which were not to his standardsThe biggest shock was the snubbing he got from BJP and NaMo for the ground breaking ceremony of Ram Mandir He is a genius amp should be given his due respect Do we see a another LK Advani  cotqCQyjQmre,"['poor', 'is', 'purposely', 'made', 'handle', 'cases', 'ike', 'these', 'which', 'were', 'not', 'to', 'his', 'standardsthe', 'biggest', 'shock', 'was', 'the', 'snubbing', 'he', 'got', 'from', 'bjp', 'and', 'namo', 'for', 'the', 'ground', 'breaking', 'ceremony', 'of', 'ram', 'mandir', 'he', 'is', 'a', 'genius', 'amp', 'should', 'be', 'given', 'his', 'due', 'respect', 'do', 'we', 'see', 'a', 'another', 'lk', 'advani', 'cotqcqyjqmre']","['poor', 'purposely', 'made', 'handle', 'cases', 'ike', 'standardsthe', 'biggest', 'shock', 'snubbing', 'got', 'bjp', 'namo', 'ground', 'breaking', 'ceremony', 'ram', 'mandir', 'genius', 'amp', 'given', 'due', 'respect', 'see', 'another', 'lk', 'advani', 'cotqcqyjqmre']",poor purposely made handle cases ike standardsthe biggest shock snubbing got bjp namo ground breaking ceremony ram mandir genius amp given due respect see another lk advani cotqcqyjqmre
46, Fing hell why are America and its associates determining politics in India First the ram mandir posters then anti caa nrc ones,1295051674164162561,2020-08-16 17:35:54,Twitter for Android,0,0,0.3333333333333333,0.25,Positive, Fing hell why are America and its associates determining politics in India First the ram mandir posters then anti caa nrc ones,"['', 'fing', 'hell', 'why', 'are', 'america', 'and', 'its', 'associates', 'determining', 'politics', 'in', 'india', 'first', 'the', 'ram', 'mandir', 'posters', 'then', 'anti', 'caa', 'nrc', 'ones']","['', 'fing', 'hell', 'america', 'associates', 'determining', 'politics', 'india', 'first', 'ram', 'mandir', 'posters', 'anti', 'caa', 'nrc', 'ones']",fing hell america associates determining politics india first ram mandir posters anti caa nrc ones
47,I would like to ask question to BJP since  after Sir Abdul klam azad no muslim president of INC  or PM given to India yet they support congress what wrong BJP done to muslim they r against them  r because BJP fight for ram mandir tin taalak  or kashmir   article,1295051426838675456,2020-08-16 17:34:55,Twitter for Android,0,0,0.9,-0.5,Negative,I would like to ask question to BJP since  after Sir Abdul klam azad no muslim president of INC  or PM given to India yet they support congress what wrong BJP done to muslim they r against them  r because BJP fight for ram mandir tin taalak  or kashmir   article,"['i', 'would', 'like', 'to', 'ask', 'question', 'to', 'bjp', 'since', 'after', 'sir', 'abdul', 'klam', 'azad', 'no', 'muslim', 'president', 'of', 'inc', 'or', 'pm', 'given', 'to', 'india', 'yet', 'they', 'support', 'congress', 'what', 'wrong', 'bjp', 'done', 'to', 'muslim', 'they', 'r', 'against', 'them', 'r', 'because', 'bjp', 'fight', 'for', 'ram', 'mandir', 'tin', 'taalak', 'or', 'kashmir', 'article']","['would', 'like', 'ask', 'question', 'bjp', 'since', 'sir', 'abdul', 'klam', 'azad', 'muslim', 'president', 'inc', 'pm', 'given', 'india', 'yet', 'support', 'congress', 'wrong', 'bjp', 'done', 'muslim', 'r', 'r', 'bjp', 'fight', 'ram', 'mandir', 'tin', 'taalak', 'kashmir', 'article']",would like ask question bjp since sir abdul klam azad muslim president inc pm given india yet support congress wrong bjp done muslim r r bjp fight ram mandir tin taalak kashmir article
48," CAA
Rera Act
Ram Mandir 
 Cr Homes
 Cr Toilets
Stable Govt
 Removal
Triple Talaq 
Low Inflation
Terrorism Drop
 new AIIMS
 new Airports
LGBTQ Act
 lakh Km Roads
Motor Vehicles Act
Weaponry for forces
New Education Policy
 New IITs IIMs IITs
Reduced Corporate tax",1295050644605169665,2020-08-16 17:31:49,Twitter for Android,1,0,0.353030303030303,0.0909090909090909,Positive," CAA
Rera Act
Ram Mandir 
 Cr Homes
 Cr Toilets
Stable Govt
 Removal
Triple Talaq 
Low Inflation
Terrorism Drop
 new AIIMS
 new Airports
LGBTQ Act
 lakh Km Roads
Motor Vehicles Act
Weaponry for forces
New Education Policy
 New IITs IIMs IITs
Reduced Corporate tax","['', 'caa', 'rera', 'act', 'ram', 'mandir', 'cr', 'homes', 'cr', 'toilets', 'stable', 'govt', 'removal', 'triple', 'talaq', 'low', 'inflation', 'terrorism', 'drop', 'new', 'aiims', 'new', 'airports', 'lgbtq', 'act', 'lakh', 'km', 'roads', 'motor', 'vehicles', 'act', 'weaponry', 'for', 'forces', 'new', 'education', 'policy', 'new', 'iits', 'iims', 'iits', 'reduced', 'corporate', 'tax']","['', 'caa', 'rera', 'act', 'ram', 'mandir', 'cr', 'homes', 'cr', 'toilets', 'stable', 'govt', 'removal', 'triple', 'talaq', 'low', 'inflation', 'terrorism', 'drop', 'new', 'aiims', 'new', 'airports', 'lgbtq', 'act', 'lakh', 'km', 'roads', 'motor', 'vehicles', 'act', 'weaponry', 'forces', 'new', 'education', 'policy', 'new', 'iits', 'iims', 'iits', 'reduced', 'corporate', 'tax']",caa rera act ram mandir cr homes cr toilets stable govt removal triple talaq low inflation terrorism drop new aiims new airports lgbtq act lakh km roads motor vehicles act weaponry forces new education policy new iits iims iits reduced corporate tax
49,    in some days you will see riots commonly just bcoz of face book only  and one more thing cyber cell wants to know about who donating how many fund to whom people mocking on ram mandir and donating for masjid out side of india,1295050461054025729,2020-08-16 17:31:05,Twitter for Android,0,0,0.52,0.18,Positive,    in some days you will see riots commonly just bcoz of face book only  and one more thing cyber cell wants to know about who donating how many fund to whom people mocking on ram mandir and donating for masjid out side of india,"['', 'in', 'some', 'days', 'you', 'will', 'see', 'riots', 'commonly', 'just', 'bcoz', 'of', 'face', 'book', 'only', 'and', 'one', 'more', 'thing', 'cyber', 'cell', 'wants', 'to', 'know', 'about', 'who', 'donating', 'how', 'many', 'fund', 'to', 'whom', 'people', 'mocking', 'on', 'ram', 'mandir', 'and', 'donating', 'for', 'masjid', 'out', 'side', 'of', 'india']","['', 'days', 'see', 'riots', 'commonly', 'bcoz', 'face', 'book', 'one', 'thing', 'cyber', 'cell', 'wants', 'know', 'donating', 'many', 'fund', 'people', 'mocking', 'ram', 'mandir', 'donating', 'masjid', 'side', 'india']",days see riots commonly bcoz face book one thing cyber cell wants know donating many fund people mocking ram mandir donating masjid side india
50,HIND  kurmi Yet Bhakts start celebrating over Ram Mandir paid promotion in Times Square 😂,1295049782465945603,2020-08-16 17:28:23,Twitter for Android,3,0,0.0,0.0,Neutral,HIND  kurmi Yet Bhakts start celebrating over Ram Mandir paid promotion in Times Square 😂,"['hind', 'kurmi', 'yet', 'bhakts', 'start', 'celebrating', 'over', 'ram', 'mandir', 'paid', 'promotion', 'in', 'times', 'square', '']","['hind', 'kurmi', 'yet', 'bhakts', 'start', 'celebrating', 'ram', 'mandir', 'paid', 'promotion', 'times', 'square', '']",hind kurmi yet bhakts start celebrating ram mandir paid promotion times square
51,  Media is silent about each amp everything They will only talk if the issue is about Ram Mandir or hindumuslim,1295049531306831872,2020-08-16 17:27:23,Twitter for Android,0,0,0.55,0.0,Neutral,  Media is silent about each amp everything They will only talk if the issue is about Ram Mandir or hindumuslim,"['', 'media', 'is', 'silent', 'about', 'each', 'amp', 'everything', 'they', 'will', 'only', 'talk', 'if', 'the', 'issue', 'is', 'about', 'ram', 'mandir', 'or', 'hindumuslim']","['', 'media', 'silent', 'amp', 'everything', 'talk', 'issue', 'ram', 'mandir', 'hindumuslim']",media silent amp everything talk issue ram mandir hindumuslim
52,    Air strickserjikal strick shatki upgrah pranali rafel feighter s  mesile defence system GST WROP for army teen talakram mandirdhara  disolvcaa billab har ghar nal new plane corona time caror population  mounth free rashan Ankhe kholo bhai list bahut lambi he,1295048469392941057,2020-08-16 17:23:10,Twitter for Android,0,0,0.4181818181818182,0.1787878787878788,Positive,    Air strickserjikal strick shatki upgrah pranali rafel feighter s  mesile defence system GST WROP for army teen talakram mandirdhara  disolvcaa billab har ghar nal new plane corona time caror population  mounth free rashan Ankhe kholo bhai list bahut lambi he,"['', 'air', 'strickserjikal', 'strick', 'shatki', 'upgrah', 'pranali', 'rafel', 'feighter', 's', 'mesile', 'defence', 'system', 'gst', 'wrop', 'for', 'army', 'teen', 'talakram', 'mandirdhara', 'disolvcaa', 'billab', 'har', 'ghar', 'nal', 'new', 'plane', 'corona', 'time', 'caror', 'population', 'mounth', 'free', 'rashan', 'ankhe', 'kholo', 'bhai', 'list', 'bahut', 'lambi', 'he']","['', 'air', 'strickserjikal', 'strick', 'shatki', 'upgrah', 'pranali', 'rafel', 'feighter', 'mesile', 'defence', 'system', 'gst', 'wrop', 'army', 'teen', 'talakram', 'mandirdhara', 'disolvcaa', 'billab', 'har', 'ghar', 'nal', 'new', 'plane', 'corona', 'time', 'caror', 'population', 'mounth', 'free', 'rashan', 'ankhe', 'kholo', 'bhai', 'list', 'bahut', 'lambi']",air strickserjikal strick shatki upgrah pranali rafel feighter mesile defence system gst wrop army teen talakram mandirdhara disolvcaa billab har ghar nal new plane corona time caror population mounth free rashan ankhe kholo bhai list bahut lambi
